"","n_raw_reads","n_mapped_reads","expected_umis","ci_95_low","ci_95_high","dataset"
"575",1719999981.62066,1148989798.50108,587581939.615737,587303952.41779,587860058.392711,"high_neutrophil"
"576",1729999981.5138,1155669971.74818,589553245.993865,589272772.513856,589833852.969559,"high_neutrophil"
"577",1739999981.40694,1162350144.99528,591515993.645334,591232988.99004,591799133.766064,"high_neutrophil"
"578",1749999981.30009,1169030318.24238,593470250.278887,593184668.812606,593755969.234854,"high_neutrophil"
"579",1759999981.19323,1175710491.48948,595416082.861133,595127878.203824,595704427.088318,"high_neutrophil"
"580",1769999981.08637,1182390664.73657,597353557.627031,597062682.64778,597644574.313771,"high_neutrophil"
"581",1779999980.97952,1189070837.98367,599282332.038518,598988738.854041,599576069.127134,"high_neutrophil"
"582",1789999980.87266,1195751011.23077,601203363.918648,600907003.888051,601499870.11041,"high_neutrophil"
"583",1799999980.7658,1202431184.47787,603116611.74335,602817435.466948,603415936.499937,"high_neutrophil"
"584",1809999980.65895,1209111357.72497,605021649.049821,604719606.365232,605323842.597359,"high_neutrophil"
"585",1819999980.55209,1215791530.97207,606917239.036302,606612279.01666,607222352.367403,"high_neutrophil"
"586",1829999980.44523,1222471704.21917,608804817.561615,608496888.51292,609112902.4374,"high_neutrophil"
"587",1839999980.33838,1229151877.46627,610685295.135678,610374344.5967,610996404.086028,"high_neutrophil"
"588",1849999980.23152,1235832050.71337,612558662.827458,612244637.567141,612872849.153889,"high_neutrophil"
"589",1859999980.12466,1242512223.96047,614424398.790202,614107244.806863,614741716.566837,"high_neutrophil"
"590",1869999980.01781,1249192397.20757,616282377.962032,615962040.483627,616602882.035281,"high_neutrophil"
"591",1879999979.91095,1255872570.45467,618132658.64007,617809082.12304,618456404.629782,"high_neutrophil"
"592",1889999979.80409,1262552743.70177,619974677.20271,619647805.331902,620301721.502467,"high_neutrophil"
"593",1899999979.69724,1269232916.94887,621809062.205874,621478837.896087,622139461.981161,"high_neutrophil"
"594",1909999979.59038,1275913090.19596,623635936.276992,623302301.672048,623969749.466307,"high_neutrophil"
"595",1919999979.48352,1282593263.44306,625455355.635512,625118252.110696,625792640.94799,"high_neutrophil"
"596",1929999979.37667,1289273436.69016,627267375.914191,626926744.0765,627608192.829404,"high_neutrophil"
"597",1939999979.26981,1295953609.93726,629072052.166939,628727831.856851,629416460.933169,"high_neutrophil"
"598",1949999979.16295,1302633783.18436,630869438.876531,630521569.170287,631217500.508537,"high_neutrophil"
"599",1959999979.0561,1309313956.43146,632659589.962194,632308009.174076,633011366.23898,"high_neutrophil"
"600",1969999978.94924,1315994129.67856,634442558.787068,634087204.470723,634798112.250611,"high_neutrophil"
"601",1979999978.84238,1322674302.92566,636218398.165544,635859207.117244,636577792.117581,"high_neutrophil"
"602",1989999978.73553,1329354476.17276,637986594.626036,637623502.887928,638349893.125047,"high_neutrophil"
"603",1999999978.62867,1336034649.41986,639747530.32135,639380473.183885,640114798.179893,"high_neutrophil"
